review,sentiment
"HR is not concerned about you. I am working for 8 years but my salary is not as per market standards(less than 5Lac). They change the grading policy which had a bad effect on my promotions.I am at consultant level even after 8 yrs inspite of having good annual ratings.I have escalated many times to senior management but no positive outcomes.

Cafeteria food is not good at all. Other companies have better subsidised food and good quality.

Transport is a big issue as the company bus charges are too high.

Project release is not easy. They say after 18 months one can change project but I havent got it in 8 yrs.

Classroom Trainings are limited to 15-20 seats so its difficult to get trainings.Even if you get a seat,A your manager has to approve the trainings quickly.If he approves late then you will lose your seat.",0
Management and employee communication is not transparent. I was personally stuck with pre-independence era kind of managers. Talent identification needs to be improved.,0
do not expect more hike.,0
"1.Hikes are less like any other service based company
2.Some times you get maintenance project and there will be no learning.",0
poor management and Less salary,0
"Internal politics
worst policies
not many onsite opportunities",0
"Even though policies are good, there is no proper implementations. Senior management use it as a tool to push their favorites up and deserving candidates are shown the various rules in policies to stop their growth.",0
More space for learning and development,1
Nice environment to enjoy life and maintain balance. Good for people who are already rich.,1
"no mentoring,no career growth.no good hikes,no onsite opportunities post igate integration",0
Work Environment is very good.,1
nothing to say ...just they will put freshers on bench for minimum 5 to 8 months after that they will force the freshers take support role otherwise leave the organisation.,1
"Managers are helpful
Meetings are punctual",1
I can't think of any.,0
Annual Hike Needs to improve,0
Good company to start with,1
do not expect good hikes.,0
"Bureaucracy inherent to most big companies, job description vague: work requirements may change upon joining.",0
"- Bench time
- Way too relaxed",0
"Workwise  this  organisation  is   good, one can go for it.",1
Endless list. Didn't get my appraisal even after it was due for last 4 months. Self-paid transport services. Peanuts salary hike,0
"Upper management doesn't care about the  employees.
Very much process oriented  , so takes lot of time to get a small info.
Few project teams are very much Bureaucratic , they don't allow  others to grow .",0
Very less salary and lot of work load. Internal politics ruining the performers career.,0
